@relation 'NPS_Class-weka.filters.unsupervised.attribute.NominalToString-Cfirst-weka.filters.unsupervised.attribute.RemoveType-Tstring-weka.filters.unsupervised.attribute.Remove-V-R570,4,1000,1004,221,573,372,1177,925,1466,1528'

@attribute GATS1s numeric
@attribute nBase numeric
@attribute SsssN numeric
@attribute SsOH numeric
@attribute AATS5p numeric
@attribute GATS4s numeric
@attribute AATSC3s numeric
@attribute IC5 numeric
@attribute NsOH numeric
@attribute nRot numeric
@attribute Class {Phenethylamines,Cannabinoids,Opioids,'Other substances',Benzodiazepines,Cathinones}

@data
0.545856,0,0,0,1.441632,1.371517,0.089014,5.28976,0,5,Cannabinoids
0.546568,1,2.524388,0,1.195995,1.039859,0.09965,5.203856,0,4,Phenethylamines
0.570506,0,0,0,1.280281,1.112039,0.019387,5.253661,0,8,Cannabinoids
0.561849,1,4.563235,0,1.238205,1.333049,0.04486,5.34074,0,6,Opioids
0.574409,0,0,0,1.197851,0.838324,0.046526,5.107812,0,7,Cannabinoids
0.479095,0,1.953584,0,1.306057,1.224596,0.027304,4.95852,0,6,Cannabinoids
0.487895,1,3.932966,0,1.21409,1.165884,0.0352,5.14764,0,6,Phenethylamines
0.564775,0,0,0,1.467604,1.284207,0.057798,5.229871,0,4,Cannabinoids
0.987299,1,2.703585,9.938006,1.046194,0.603013,-0.014527,5.289881,1,3,Phenethylamines
0.86807,0,0,0,1.486133,1.191553,-0.032173,5.297079,0,6,Phenethylamines
0.521854,1,4.719485,0,1.272988,1.678325,-0.003261,5.173557,0,6,Opioids
0.658824,0,0,10.824714,1.253674,0.95957,0.237827,5.163856,1,4,Cannabinoids
0.574409,0,0,0,1.174234,0.870847,0.010578,5.107812,0,7,Cannabinoids
0.535572,1,4.008739,0,1.317795,1.595477,0.001114,5.208966,0,6,Opioids
0.579683,1,4.52671,0,1.273448,1.733054,0.015245,5.066109,0,6,Opioids
0.727444,1,0,8.601282,1.011144,0.768993,-0.425634,4.46967,1,4,Phenethylamines
0.528221,1,4.636582,0,1.284007,1.582375,0.018376,5.34074,0,6,Opioids
0.595961,1,4.360905,0,1.242213,1.132972,0.046208,5.162621,0,6,Opioids
0.986681,0,0,0,1.334246,1.048245,0.015311,5.322076,0,6,Cannabinoids
0.600113,0,0,0,1.297543,1.078809,-0.005672,5.094483,0,5,Cannabinoids
0.551178,1,3.948237,0,1.253895,1.354406,0.076496,5.209912,0,8,Phenethylamines
0.766686,1,0,10.395735,1.123155,0.943439,0.03837,5.444612,1,8,Phenethylamines
0.546449,0,0,0,1.48872,1.40566,0.083692,5.222663,0,4,Cannabinoids
0.528473,1,2.458236,0,1.385709,1.214005,0.073402,5.31359,0,4,Cannabinoids
0.57583,1,2.872028,9.61595,1.202764,0.421753,0.163815,5.191599,1,3,Phenethylamines
0.628921,0,0,8.978964,1.477054,1.03391,-0.13223,5.333241,1,5,Cannabinoids
0.815218,2,5.180807,0,1.037027,0.785784,0.031258,5.111291,0,9,Phenethylamines
0.956539,1,2.453804,0,1.155065,0.996366,-0.010679,5.049275,0,9,Opioids
0.927713,1,0,0,1.133757,1.343245,0.039419,5.088613,0,8,Phenethylamines
0.614519,0,0,0,1.324675,1.380996,0.000082,5.561368,0,10,Phenethylamines
1.518305,1,0,0,1.354201,0.447547,-0.123892,4.142915,0,2,Phenethylamines
0.527985,1,4.213991,0,1.230151,0.865856,0.039072,5.162621,0,6,Opioids
0.862313,1,2.728724,10.093424,1.117269,0.526218,-0.019039,5.354286,1,3,Phenethylamines
0.514854,1,4.379796,0,1.262359,1.140443,0.008081,5.066109,0,6,Opioids
0.536406,0,0,0,1.387075,0.760753,0.060418,5.18204,0,7,Cannabinoids
0.981934,2,0,14.986111,1.081229,0.453237,-0.580914,5.143476,2,8,Phenethylamines
0.63666,0,0,0,1.244389,1.091989,-0.014281,5.118216,0,6,Cannabinoids
0.631341,0,0,0,1.188818,0.856502,-0.130471,4.994374,0,8,Cannabinoids
0.735648,0,0,10.567569,1.286216,1.151572,0.21408,5.277613,1,6,Cannabinoids
0.622423,1,4.611076,0,1.270269,1.219102,-0.019184,5.560976,0,8,Phenethylamines
0.874098,0,0,0,1.501992,1.112987,-0.022199,5.563856,0,8,Phenethylamines
0.525667,1,3.854131,0,1.214159,1.230426,-0.058964,5.411791,0,6,Phenethylamines
1.100077,1,0,0,1.468203,0.716224,-0.125729,4.556088,0,2,Opioids
0.550938,1,4.543852,0,1.230614,1.27472,-0.031453,5.222446,0,7,Opioids
0.507319,1,2.31835,0,1.139809,0.777225,0.063501,4.973661,0,8,Opioids
0.509929,0,0,0,1.677149,0.919939,0.049393,5.026889,0,2,Benzodiazepines
0.694238,0,0,10.593398,1.243593,1.114121,0.249439,5.246282,1,6,Cannabinoids
0.514299,0,0,0,1.223502,1.042312,0.047277,4.810673,0,6,Cannabinoids
0.525578,0,0,0,1.389558,1.053695,0.015645,4.88879,0,3,Cannabinoids
0.539655,1,2.35554,0,1.124626,0.83833,0.080391,5.046283,0,9,Opioids
0.580321,1,2.46569,0,1.143089,1.676268,-0.009036,5.070538,0,6,Phenethylamines
0.512683,1,4.240689,0,1.181608,0.746375,0.024773,5.185353,0,7,Opioids
0.554614,1,4.63233,0,1.20224,1.278052,-0.027217,5.293577,0,8,Opioids
0.648591,0,0,9.499155,1.140511,0.798777,0.053951,4.784423,1,5,Cannabinoids
0.921526,1,2.553449,0,1.129971,1.22972,-0.000175,5.213661,0,6,Phenethylamines
0.579477,1,4.527876,0,1.198957,1.296992,-0.012875,5.209912,0,7,Phenethylamines
0.499815,1,4.357876,0,1.220569,0.959417,-0.022321,5.14764,0,6,Phenethylamines
0.580248,1,4.566939,0,1.198739,1.234213,-0.027309,5.281728,0,8,Opioids
0.588047,1,2.469927,0,1.156516,0.695358,-0.125838,4.987059,0,5,Phenethylamines
0.579529,1,4.643194,0,1.244002,1.20971,-0.027642,5.484172,0,7,Opioids
0.558823,1,2.421019,0,1.192666,0.511562,-0.143404,5.238563,0,2,Opioids
0.683049,0,0,0,1.084813,1.073793,-0.019448,4.950064,0,8,Cannabinoids
0.500013,1,4.396939,0,1.219526,0.923388,-0.033928,5.222446,0,7,Opioids
0.631898,1,0,0,1.161534,1.666271,0.114799,4.736216,0,6,Opioids
0.878905,1,0,0,1.199776,1.165178,0.01304,4.908194,0,8,Opioids
0.529756,1,2.367937,0,1.123542,0.808869,0.071325,5.005946,0,8,Opioids
0.622166,1,4.467049,0,1.274251,1.526292,0.060049,5.185353,0,6,Opioids
0.691472,1,2.412089,10.907765,1.104136,0.921621,0.048388,5.172091,1,7,Phenethylamines
0.603541,1,4.541999,0,1.258429,1.206991,-0.008125,5.174824,0,8,Phenethylamines
0.622445,1,2.361343,0,1.207587,1.097087,0.024091,5.412911,0,4,Phenethylamines
0.873237,1,0,0,1.133646,0.883042,0.0904,5.104107,0,9,Phenethylamines
0.597161,1,4.42321,0,1.230967,1.120928,0.044108,5.162621,0,6,Opioids
0.638093,1,2.345155,0,1.101351,1.313855,-0.012144,5.423252,0,7,Phenethylamines
0.881825,1,0,0,1.345235,1.062958,-0.016776,5.041527,0,8,Phenethylamines
0.944467,1,0,0,1.150384,1.15357,0.015633,4.94425,0,9,Phenethylamines
0.904428,1,0,0,1.187228,0.959974,-0.013797,5.112084,0,6,Phenethylamines
0.802874,1,0,0,1.277772,0.86006,-0.344256,5.020942,0,5,Phenethylamines
1.054819,1,0,0,1.270113,0.828413,-0.037629,5.017559,0,8,Phenethylamines
0.58115,1,4.589014,0,1.263109,1.714241,0.013247,5.066109,0,6,Phenethylamines
0.864559,1,0,10.131615,1.163386,0.851858,-0.093805,5.508132,1,9,Phenethylamines
0.616701,0,0,9.004981,1.375143,0.568995,-0.319941,5.014997,1,4,Cannabinoids
0.597161,1,4.42321,0,1.230967,1.120928,0.044108,5.162621,0,6,Opioids
0.509842,0,1.041667,0,1.327529,1.545328,-0.030536,4.712319,0,3,Phenethylamines
0.520193,1,2.364604,0,1.141138,0.824687,0.091778,4.973661,0,8,Opioids
0.88399,1,0,0,1.175885,1.103293,0.001795,5.041527,0,8,Phenethylamines
0.606635,1,4.656215,0,1.217157,1.227531,-0.016447,5.471378,0,6,Phenethylamines
0.88399,1,0,0,1.192721,1.051627,-0.010551,5.041527,0,8,Phenethylamines
0.892078,1,0,0,1.256028,1.123957,-0.005285,4.979265,0,7,Phenethylamines
0.600046,0,0,11.665108,1.439156,1.037438,-0.217872,5.444236,1,6,Phenethylamines
0.545514,1,4.497213,0,1.372885,1.368243,0.034991,5.34748,0,5,Opioids
0.631644,1,0,0,0.983172,1.768063,0.122176,4.340662,0,3,Benzodiazepines
0.624434,1,1.42997,9.453823,1.167932,1.22549,-0.069818,5.568371,1,11,Phenethylamines
0.907659,1,0,0,1.269543,1.182772,0.023334,5.144641,0,11,Phenethylamines
0.565172,1,4.449907,0,1.182377,0.884584,0.036507,5.185353,0,7,Opioids
0.559656,1,4.501335,0,1.229471,1.10987,-0.005203,5.22239,0,6,Phenethylamines
0.484759,0,3.079214,0,1.105106,1.29814,-0.252094,5.064869,0,3,Phenethylamines
0.869726,1,0,0,1.124206,1.113623,0.016043,5.061482,0,7,Phenethylamines
0.525071,0,0,0,1.514278,0.889877,-0.00963,4.9375,0,2,Benzodiazepines
0.573916,0,0,0,1.346926,1.434799,0.107438,5.106937,0,6,Cannabinoids
0.951933,1,0,0,1.148588,0.800501,-0.023124,5.009636,0,5,Phenethylamines
0.56958,1,2.373871,0,1.16697,1.397841,0.101443,5.148758,0,8,Cathinones
0.552732,1,4.606157,0,1.220276,1.260772,-0.033474,5.222446,0,7,Opioids
0.930133,1,2.587335,9.913962,1.057144,0.503888,0.000822,4.945772,1,0,Cathinones
0.829145,0,0,0,1.464992,1.169221,-0.033351,5.182838,0,6,Phenethylamines
0.520859,1,2.110501,0,1.213856,0.767847,-0.053725,5.679253,0,7,Phenethylamines
1.05217,0,0,20.445786,1.060197,0.894539,-0.017326,5.20248,2,8,Cannabinoids
0.872643,1,5.297029,0,1.186411,0.91053,-0.02253,5.209426,0,8,Opioids
0.569936,1,4.510892,0,1.157854,0.838618,-0.079474,5.095661,0,5,Phenethylamines
0.868974,0,0,0,1.513054,1.226377,-0.026953,5.058814,0,6,Phenethylamines
0.596927,1,0,0,1.180852,0.915503,0.046996,4.952591,0,8,Phenethylamines
0.522487,1,2.643631,0,1.108145,1.119257,0.061641,4.723856,0,4,Opioids
0.746583,2,2.101159,0,1.319644,1.185909,0.11017,5.219214,0,5,Opioids
0.896937,1,0,0,1.177913,1.225305,0.030824,5.106377,0,10,Phenethylamines
0.604443,1,4.477801,0,1.119856,1.457494,-0.038398,4.697894,0,4,Opioids
1.033222,1,2.389514,0,1.392922,0.782532,0.007569,5.388758,0,2,Phenethylamines
0.736669,1,1.310592,8.707402,1.343257,1.129007,0.044373,5.407575,1,8,Opioids
0.946501,1,0,0,1.276624,1.145873,0.025697,4.985461,0,10,Phenethylamines
0.582991,1,0,0,1.380539,1.292214,-0.002247,4.979265,0,7,Cathinones
0.565352,1,0,0,1.266739,0.692254,-0.089185,4.843569,0,2,Phenethylamines
0.705096,1,4.472494,9.568397,1.211072,1.043594,-0.034533,5.258243,1,7,Phenethylamines
0.91238,1,0,0,1.248347,1.224422,0.02931,5.065448,0,10,Phenethylamines
0.743859,1,2.234209,10.480014,1.141279,1.462929,0.003395,5.14764,1,6,Phenethylamines
0.583078,1,0,0,1.252593,1.292126,-0.001612,4.979265,0,7,Phenethylamines
0.656054,1,2.177391,0,1.274204,0.789693,0.045099,5.255853,0,4,Phenethylamines
0.552861,1,2.171412,0,1.12648,1.535332,-0.001901,4.841615,0,6,Opioids
0.577252,1,4.547631,0,1.173381,0.804328,-0.07464,5.133396,0,5,Opioids
0.580512,1,4.61339,0,1.21255,1.269088,-0.020857,5.208966,0,6,Phenethylamines
0.660974,1,2.454924,10.198565,1.085216,0.772095,0.093703,4.953056,1,0,Cannabinoids
0.837407,0,0,0,1.453259,1.207196,-0.030705,5.131556,0,6,Phenethylamines
0.477245,1,4.331145,0,1.34165,1.003649,-0.043002,5.044974,0,5,Opioids
0.583546,1,0,0,1.204196,1.290872,0.002807,4.979265,0,7,Phenethylamines
0.7224,1,0,8.605836,1.149059,1.286029,-0.306565,5.009636,1,7,Phenethylamines
0.936484,1,0,0,1.217459,1.196469,0.003477,4.981658,0,9,Phenethylamines
0.902757,1,0,0,1.145753,1.256842,0.028808,5.024983,0,9,Phenethylamines
0.745275,1,0,9.727883,1.155945,1.035493,0.035219,5.065572,1,7,Phenethylamines
0.567427,1,0,0,1.22752,1.236263,0.007928,5.041011,0,3,Phenethylamines
0.499842,1,4.309915,0,1.294877,0.960783,-0.027909,5.068758,0,5,Opioids
0.590138,1,4.612856,0,1.28651,1.285367,0.003965,5.322076,0,6,Phenethylamines
0.582062,1,4.652453,0,1.211902,1.208666,-0.035642,5.280782,0,7,Opioids
0.746691,1,2.077391,10.983979,1.239333,0.869323,0.068952,5.238563,1,3,Phenethylamines
1.520607,1,0,0,1.241231,0.448023,-0.123956,4.142915,0,2,Phenethylamines
0.612449,0,1.569444,0,1.079515,0.847724,-0.305784,4.718488,0,3,Phenethylamines
0.499815,1,4.279062,0,1.21851,0.916125,-0.042597,5.14764,0,6,Opioids
0.53061,1,2.376016,0,1.252944,1.563738,0.082225,5.033184,0,5,Cathinones
0.634505,1,0,0,1.192811,1.724644,0.077322,5.017536,0,5,Cathinones
0.551041,1,4.567094,0,1.221348,1.328636,-0.017646,5.14764,0,6,Opioids
0.579236,1,4.589014,0,1.239184,1.28597,-0.009632,5.208966,0,6,Opioids
0.640492,1,2.216558,0,1.247005,0.785555,0.019802,5.201145,0,3,Phenethylamines
0.609156,0,0,11.629046,1.282596,0.977658,-0.287601,5.376717,1,5,Phenethylamines
1.57611,1,0,0,1.239793,0.31222,-0.227408,3.873141,0,2,Benzodiazepines
0.877255,1,0,0,1.240532,1.174237,0.007503,4.908194,0,8,Cathinones
0.711056,1,0,19.086851,1.144806,1.154707,-0.121787,5.667601,2,13,Phenethylamines
1.023823,1,0,0,1.157437,0.965788,0.000008,4.881704,0,7,Phenethylamines
0.746062,1,4.313551,10.532207,1.240685,1.170852,0.003164,5.490613,1,6,Phenethylamines
0.630021,1,2.22437,0,1.248831,0.772229,-0.008405,5.169548,0,1,Phenethylamines
0.741774,0,0,0,1.667817,1.117488,-0.008298,4.936286,0,1,Phenethylamines
0.906516,1,0,0,1.14024,1.260574,0.019368,4.938722,0,8,Phenethylamines
0.548607,1,4.488576,0,1.217592,1.302447,-0.04342,5.028758,0,6,Opioids
0.863757,1,0,0,1.178013,0.839395,0.009355,4.696132,0,1,Phenethylamines
0.938455,1,0,20.22138,1.208356,0.647241,-0.281262,5.156889,2,8,Phenethylamines
0.747924,1,2.049756,11.099303,1.115819,1.50465,-0.040718,5.026637,1,6,Phenethylamines
0.971512,1,0,9.730522,1.34209,1.240868,0.001034,5.023037,1,7,Phenethylamines
0.584395,1,4.274995,0,1.119346,1.211293,-0.014459,5.2312,0,5,Opioids
0.980469,1,0,9.758496,1.121457,1.260056,0.028056,5.121115,1,8,Phenethylamines
0.628539,1,0,0,1.210573,1.640094,0.085332,5.095238,0,6,Cathinones
0.97204,1,0,9.726147,1.221669,1.240519,0.00175,5.023037,1,7,Phenethylamines
0.840447,0,0,0,1.412142,1.210944,-0.028404,5.182838,0,6,Phenethylamines
0.564327,1,4.196679,0,1.134032,1.504414,0.082377,4.722435,0,3,Opioids
0.749762,1,4.567094,33.810989,1.126057,0.853242,-0.105791,5.550604,4,11,Phenethylamines
0.590466,1,0,0,1.150051,2.043568,0.165518,4.263465,0,3,Cathinones
0.732783,1,4.667139,33.810989,1.16392,0.887798,-0.095249,5.535485,4,11,Phenethylamines
0.549584,1,4.519133,0,1.295733,1.330266,-0.017947,5.068758,0,5,Opioids
0.730399,1,4.276514,10.445945,1.216588,1.229816,-0.002066,5.22239,1,6,Phenethylamines
0.570463,1,2.262937,0,0.971274,1.09442,0.038395,4.460921,0,4,Opioids
0.60831,0,0,0,1.308878,1.413347,-0.019741,5.415061,0,6,Phenethylamines
0.592705,1,4.622115,0,1.260616,1.300133,-0.003479,5.095661,0,6,Phenethylamines
0.597093,0,0,0,1.168718,0.801919,-0.22443,4.743289,0,4,Phenethylamines
0.558582,1,4.089127,0,1.152614,1.537037,0.082263,4.722435,0,3,Opioids
0.696997,1,2.027312,9.785509,1.231872,0.806368,-0.067725,5.2085,1,10,Phenethylamines
0.576609,1,4.55617,0,1.313901,1.26537,-0.01203,5.359811,0,5,Opioids
0.561117,1,4.165778,0,1.099876,1.211402,-0.021392,4.822156,0,4,Opioids
0.974597,1,0,9.716695,1.176119,1.237128,0.006742,5.023037,1,7,Phenethylamines
0.865494,1,0,0,1.353656,1.105276,0.010246,5.061482,0,7,Phenethylamines
0.599687,0,1.527778,0,1.115123,0.952489,-0.352207,4.640224,0,3,Phenethylamines
0.562803,1,4.575818,0,1.265587,1.354477,-0.000324,5.028758,0,6,Phenethylamines
0.73282,0,0,19.171832,1.212009,1.007633,-0.148637,4.875,2,6,Phenethylamines
0.560558,1,4.514589,0,1.350514,1.722256,0.008415,4.823498,0,6,Opioids
0.561197,1,1.833228,0,1.154048,1.666418,0.107681,4.884184,0,3,Opioids
0.499815,1,4.357876,0,1.220569,0.959417,-0.022321,5.14764,0,6,Opioids
0.520464,1,3.993772,0,1.263735,0.997728,0.059131,4.973661,0,6,Cathinones
1.066124,1,0,0,1.15142,0.761621,0.045348,5.058303,0,8,Phenethylamines
0.634776,1,0,0,1.208272,1.822176,0.105283,4.99028,0,6,Cathinones
0.685983,1,0,0,1.11878,0.670795,-0.208741,4.142915,0,2,Opioids
0.531246,1,2.404047,0,1.17428,1.524379,0.085744,5.070442,0,8,Cathinones
0.963922,1,0,9.491539,1.335453,0.833564,-0.050684,5.083026,1,8,Phenethylamines
0.501547,1,2.352076,0,1.36694,1.321561,0.067156,5.088779,0,4,Phenethylamines
1.086869,1,2.405093,0,1.126951,0.879736,-0.037134,4.887716,0,5,Cathinones
0.583688,1,2.277925,0,1.221423,1.279166,0.066807,5.023037,0,6,Phenethylamines
0.568728,1,2.25127,0,0.985018,1.143352,0.056361,4.460921,0,4,Opioids
0.496936,1,3.901496,0,1.040525,0.801623,-0.073753,4.822156,0,4,Opioids
0.600046,0,0,11.675773,1.441565,0.893485,-0.238326,5.444236,1,6,Phenethylamines
0.628574,1,0,0,1.138169,1.568527,0.124953,4.926037,0,8,Cannabinoids
0.561854,1,2.387412,0,1.152048,1.465757,0.093063,5.133018,0,9,Cathinones
0.613353,1,0,0,1.029201,1.856294,0.123112,4.297903,0,3,Opioids
0.891469,1,2.314436,0,1.361905,0.796705,-0.028659,4.892407,0,2,Phenethylamines
0.556721,1,0,0,1.275743,1.278978,0.008765,4.815623,0,3,Phenethylamines
0.515392,1,2.299946,0,1.29644,1.651834,0.092674,4.807009,0,5,Phenethylamines
0.704239,1,1.739478,0,1.156026,1.647375,0.095686,4.810673,0,2,Opioids
0.9521,1,0,0,1.143814,0.855197,0.028095,4.907962,0,7,Phenethylamines
0.966445,1,2.590041,0,1.140238,0.980608,-0.024847,4.95852,0,5,Opioids
0.628574,1,0,0,1.146519,1.580878,0.127176,4.926037,0,8,Cathinones
0.565373,1,2.193399,0,1.112501,1.165588,0.039114,4.684184,0,3,Opioids
0.859468,1,0,0,1.298385,1.014426,0.011224,5.156889,0,6,Phenethylamines
0.482943,0,1.712372,0,1.584727,0.982884,0.132898,5.058984,0,4,Benzodiazepines
0.871845,1,0,0,1.192682,0.92605,0.074947,5.166139,0,10,Phenethylamines
0.596711,1,0,0,1.13332,1.471295,0.130698,4.656213,0,4,Cathinones
0.574901,1,4.379127,0,1.149469,1.593287,0.091596,4.792982,0,5,Opioids
0.541889,1,0,0,0.991566,0.725437,0.009672,5.139513,0,5,Phenethylamines
0.885486,1,0,0,1.103083,1.121906,0.001557,4.908194,0,8,Phenethylamines
0.504375,2,5.195761,0,1.160877,0.913476,0.026059,5.09936,0,5,Opioids
0.860074,1,0,18.803238,1.182358,0.587682,0.011181,5.325761,2,9,Phenethylamines
1.294137,1,0,0,1.068507,0.82271,-0.041374,4.257756,0,3,Phenethylamines
0.506346,2,5.279676,0,1.162548,0.523882,-0.002549,5.09936,0,5,Opioids
0.568483,1,2.34104,0,1.073044,0.804803,-0.05199,4.771598,0,3,Phenethylamines
0.619657,1,0,0,1.13871,1.72547,0.097892,4.66176,0,6,Cathinones
0.568702,1,4.303572,0,1.229902,1.529497,0.060803,4.915431,0,5,Opioids
1.126085,1,0,14.097222,1.067571,0.070214,-0.394195,4.453189,2,2,Phenethylamines
0.573192,1,2.272124,0,0.956436,1.120025,0.056705,4.460921,0,4,Opioids
0.539763,1,2.493986,0,1.099105,0.873086,0.061314,4.972549,0,1,Cathinones
0.84778,1,0,19.950465,1.09236,0.832202,0.003633,5.339,2,9,Phenethylamines
0.568266,1,2.363667,0,1.179111,1.421257,0.102388,5.070442,0,7,Cathinones
0.98842,1,0,0,1.062572,0.731175,0.004317,4.734512,0,6,Phenethylamines
0.561278,1,0,0,1.292654,1.262737,0.005647,4.815623,0,3,Phenethylamines
0.906635,1,0,0,1.129986,0.687593,-0.040043,4.607264,0,4,Phenethylamines
0.575367,1,4.45907,0,1.077889,1.519426,-0.047134,5.096934,0,5,Opioids
0.842951,1,2.393807,0,1.162683,0.824475,0.068063,4.623594,0,6,Phenethylamines
0.850569,1,0,19.360893,1.257895,1.003808,0.055341,5.585055,2,9,Phenethylamines
1.116664,1,0,14.097222,1.115432,0.126395,-0.396998,4.53667,2,2,Phenethylamines
0.506346,2,5.332801,0,1.163946,0.554595,0.01294,5.09936,0,5,Opioids
1.047431,1,0,0,1.085728,0.747248,0.037347,4.843803,0,9,Phenethylamines
0.590703,0,1.541528,0,1.087367,1.190462,-0.091791,4.75,0,3,Phenethylamines
0.592903,1,0,0,1.167945,1.853538,0.121787,4.582913,0,3,Phenethylamines
0.91773,1,0,0,1.103894,0.688897,0.00464,4.660058,0,4,Phenethylamines
0.570765,1,2.227865,0,1.089751,1.136454,0.039352,4.684184,0,3,Opioids
0.572297,1,4.48681,0,1.048709,1.230824,-0.00807,4.961649,0,4,Phenethylamines
1.050035,1,0,10.796904,1.266456,1.362018,0.01752,5.222663,1,5,Phenethylamines
0.601988,0,0,0,1.633973,1.561121,0.111695,4.752204,0,2,Benzodiazepines
0.499842,1,4.2311,0,1.292613,0.917209,-0.04961,5.068758,0,5,Opioids
0.869833,1,0,0,1.35511,1.040066,-0.003483,5.061482,0,7,Phenethylamines
0.633654,1,0,0,1.10145,1.699637,0.142631,4.736216,0,6,Cathinones
0.534899,1,4.056701,0,1.255487,1.59263,0.005173,5.280782,0,7,'Other substances'
0.538093,1,0,0,1.268238,0.795198,-0.002081,4.972835,0,5,Phenethylamines
0.629845,1,0,0,1.131514,1.619168,0.135344,4.834184,0,7,Cathinones
0.513699,1,2.433095,0,1.173428,1.498688,0.071977,4.819236,0,5,Phenethylamines
0.771526,0,0,0,1.797753,1.298065,0.030769,4.892407,0,2,Opioids
0.644332,1,2.217314,0,1.124969,1.37064,0.124572,4.743465,0,9,Cathinones
0.889565,1,0,0,1.107037,0.825729,-0.19213,4.521641,0,4,Phenethylamines
0.57796,1,4.604131,0,1.245785,1.26809,-0.012295,5.423252,0,6,Phenethylamines
0.600202,1,4.282461,0,1.22072,1.397655,0.032221,4.73676,0,4,Opioids
0.631338,1,2.184097,0,1.306358,1.452412,-0.017535,4.583465,0,7,'Other substances'
0.957442,1,0,0,1.068699,0.894262,0.012987,4.57782,0,4,Phenethylamines
0.600885,1,4.159379,0,1.124466,1.40221,0.086979,4.833798,0,3,Opioids
0.707066,1,2.253246,11.748903,1.076281,1.107611,-0.015402,5.016028,1,1,Cathinones
0.601973,1,4.220549,0,1.070477,1.129209,-0.004558,4.926119,0,4,Opioids
0.631338,1,2.184097,0,1.306358,1.452412,-0.017535,4.583465,0,7,Cathinones
0.620216,2,4.896546,0,1.15057,1.500756,0.028443,5.315061,0,9,Phenethylamines
0.524667,1,2.506479,0,1.112741,0.946632,0.075538,4.95852,0,5,Opioids
1.362077,1,2.424372,0,1.220983,0.83851,-0.01992,4.40253,0,5,Phenethylamines
0.509933,1,2.376768,0,1.178394,1.504811,0.078449,4.8973,0,4,Cathinones
0.613968,1,0,0,1.169246,1.766954,0.076253,4.945039,0,5,Phenethylamines
0.523289,0,0,0,0.9652,0.78131,-0.283906,4.365014,0,4,Phenethylamines
0.587317,1,2.24214,0,1.065609,1.333238,0.116659,4.697846,0,4,Cathinones
0.880508,1,0,0,1.128889,1.182489,0.012798,5.041527,0,8,Phenethylamines
0.93166,1,0,0,1.033987,0.662923,-0.024125,4.683542,0,6,Phenethylamines
1.206879,2,4.512074,0,1.043416,0.700633,-0.052049,4.39149,0,6,Phenethylamines
0.590078,1,0,0,1.229033,1.780326,0.106567,4.647429,0,3,Cathinones
0.48086,0,1.778446,0,1.565954,1.091861,0.048778,4.971928,0,3,Benzodiazepines
0.761981,1,2.654854,0,1.303934,0.790884,0.026106,5.121928,0,1,Phenethylamines
0.591307,1,0,0,1.071358,0.851412,0.264951,4.429229,0,4,Cathinones
1.065774,1,0,0,1.110263,0.733565,-0.017051,4.657882,0,5,Phenethylamines
0.600699,1,4.147434,0,1.101322,1.379544,0.087222,4.822156,0,3,Opioids
0.63282,1,2.019184,0,1.141947,1.681946,0.075983,4.86197,0,6,Cathinones
0.984991,1,0,19.585652,1.174899,0.814478,0.205834,5.121115,2,5,Phenethylamines
0.757497,1,0,0,1.262977,2.059178,0.224168,4.152391,0,2,Cathinones
0.628637,1,0,0,1.098302,1.721395,0.121269,4.518397,0,4,Opioids
0.641161,1,2.209638,0,1.078141,1.799083,0.091116,4.265312,0,4,Cathinones
0.999643,0,0,0,1.457418,0.771367,-0.080489,4.3286,0,3,Phenethylamines
0.736423,1,4.285238,10.34525,1.262695,1.172838,-0.032321,5.108604,1,6,Phenethylamines
1.184837,1,0,0,1.114222,0.87406,-0.021772,4.57782,0,3,Phenethylamines
1.007149,1,0,0,1.08301,0.688932,-0.037028,4.57782,0,4,Phenethylamines
0.741883,1,0,10.255556,1.027828,1.550355,0.036331,4.944236,1,7,Phenethylamines
0.608043,1,4.23171,0,1.133607,1.421998,-0.024531,5.272273,0,8,Phenethylamines
1.132696,2,0,14.097222,1.124173,0.094565,-0.270305,4.416415,2,4,Phenethylamines
0.552983,1,4.609269,0,1.220493,1.495062,-0.026781,4.996696,0,6,Opioids
1.034603,0,0,10.7091,1.128437,0.788181,-0.032447,5.03555,1,4,Cannabinoids
0.645846,1,2.197314,0,1.129612,1.393011,0.120157,4.639279,0,8,Cathinones
0.487793,1,2.317099,0,1.172765,1.052666,0.101089,5.070442,0,8,Cathinones
1.001122,1,2.499013,0,1.01485,0.913994,-0.017506,4.074643,0,6,Phenethylamines
0.632628,0,0,9.775094,1.486991,1.047514,0.189487,5.044394,1,2,Benzodiazepines
0.888632,2,0,0,1.081229,1.346225,0.051668,5.033184,0,8,Phenethylamines
0.635126,1,1.592453,0,1.051258,1.62934,0.027778,4.778678,0,9,Phenethylamines
0.536906,1,3.82601,0,1.26802,1.60162,-0.004254,4.7352,0,4,Opioids
0.974271,1,0,9.700823,1.096893,1.246063,0.006525,5.023037,1,7,Phenethylamines
1.007149,1,0,0,1.117371,0.725384,-0.030178,4.57782,0,4,Phenethylamines
0.975056,1,0,0,1.029108,0.770747,-0.032113,4.461092,0,3,Phenethylamines
0.547626,1,4.501335,0,1.176224,0.836317,-0.075169,5.068758,0,5,Benzodiazepines
0.657181,1,0,0,1.18131,1.480653,0.075144,4.722435,0,7,Cathinones
