@relation 'NPS_Class-weka.filters.unsupervised.attribute.NominalToString-Cfirst-weka.filters.unsupervised.attribute.RemoveType-Tstring-weka.filters.unsupervised.attribute.Remove-V-R570,4,1000,1004,221,573,372,1177,925,1466,1528'

@attribute GATS1s numeric
@attribute nBase numeric
@attribute SsssN numeric
@attribute SsOH numeric
@attribute AATS5p numeric
@attribute GATS4s numeric
@attribute AATSC3s numeric
@attribute IC5 numeric
@attribute NsOH numeric
@attribute nRot numeric
@attribute Class {Phenethylamines,Cannabinoids,Opioids,'Other substances',Benzodiazepines,Cathinones}

@data
0.93214,1,0,0,1.200875,0.855177,-0.002517,4.926734,0,4,Phenethylamines
0.513699,1,2.421845,0,1.186824,1.562027,0.07314,5.069236,0,6,Cathinones
0.506194,1,2.370595,0,1.179359,1.580997,0.079942,4.898153,0,4,Cathinones
0.58292,1,2.545208,0,1.332801,1.465266,0.008529,4.949151,0,7,Cathinones
0.853845,1,2.16568,0,1.085174,0.994916,-0.031693,4.248495,0,4,Phenethylamines
0.651696,0,0,0,1.093456,0.789342,-0.169547,4.587303,0,6,Phenethylamines
0.509933,1,2.401845,0,1.197387,1.575473,0.073258,4.986189,0,5,Cathinones
0.517292,1,2.310185,0,1.428923,1.348555,0.076037,4.926428,0,4,Cathinones
0.532135,0,0,0,1.505245,0.97545,-0.152455,4.9375,0,2,Benzodiazepines
0.493279,1,2.353145,0,1.109755,1.058757,0.097644,4.95852,0,5,Opioids
0.77033,0,0,8.77737,1.049392,0.96251,-0.079183,4.746115,1,9,Phenethylamines
0.544218,1,4.398885,0,1.055984,1.665541,-0.041776,4.760457,0,5,Opioids
0.975056,1,0,0,1.068538,0.807981,-0.024301,4.461092,0,3,Phenethylamines
0.563209,1,4.331933,0,1.287007,1.369342,0.030902,4.926721,0,3,Opioids
0.557747,1,2.602796,0,1.174344,0.761216,0.155806,4.393127,0,4,Phenethylamines
0.741771,1,4.326304,10.614787,1.097719,1.032535,0.072595,5.020189,1,6,Phenethylamines
1.118585,1,0,0,1.240936,0.744815,0.015021,5.041527,0,7,Phenethylamines
0.553269,1,2.400645,0,1.163223,1.516851,0.076093,5.011828,0,7,Cathinones
1.423208,1,0,0,1.240551,0.52845,-0.089777,4.487123,0,2,Phenethylamines
1.014281,1,2.352383,20.125692,1.393706,0.710906,0.161965,5.193707,2,3,Phenethylamines
0.520419,1,4.260006,0,1.20227,1.199173,0.068154,5.24025,0,9,Opioids
1.609746,1,0,0,1.30297,0.319782,-0.222565,3.873141,0,2,Phenethylamines
0.645846,1,2.190334,0,1.132818,1.309258,0.070426,4.639279,0,8,Cathinones
0.523703,1,2.467127,0,1.20242,0.946602,0.081323,4.868508,0,4,Opioids
0.602873,1,2.080877,0,1.160548,1.550416,0.044303,4.960853,0,5,Cathinones
0.731831,0,0,0,1.811878,1.099343,-0.005882,4.936286,0,1,Benzodiazepines
0.993936,1,0,0,1.093101,0.769857,0.00192,4.629004,0,5,Phenethylamines
0.938454,1,2.611978,9.609345,1.148543,0.621838,-0.013947,5.123856,1,8,Phenethylamines
1.17821,1,0,0,1.127059,1.04651,-0.008627,4.771143,0,2,Phenethylamines
0.471497,1,4.383509,0,1.111049,0.748977,0.334354,5.188758,0,4,Opioids
0.895149,1,0,0,1.11321,1.026772,-0.004359,4.979265,0,7,Phenethylamines
0.851124,1,0,8.675356,0.993008,0.706963,-0.290978,4.487123,1,4,Phenethylamines
0.526684,1,2.537541,0,1.116183,0.646053,-0.014554,4.95852,0,5,Opioids
0.891257,1,2.582541,0,1.09984,0.927942,-0.014187,5.027875,0,6,Opioids
0.782072,1,0,10.275642,1.114588,1.493508,0.017237,5.229871,1,8,Phenethylamines
0.629845,1,0,0,1.151032,1.617234,0.122307,4.834184,0,7,Phenethylamines
1.334452,1,0,0,1.17974,0.965463,-0.004917,4.528873,0,5,Phenethylamines
0.520681,1,2.33377,0,1.245912,1.622354,0.093059,4.807009,0,5,Cathinones
1.39797,1,0,0,1.071567,0.859104,-0.059834,4.251629,0,0,Phenethylamines
0.636765,1,0,0,1.139487,1.781366,0.138772,4.631293,0,5,Cathinones
1.054021,1,0,28.988403,1.081954,0.967258,0.159543,5.252856,3,6,Phenethylamines
0.647709,1,0,0,1.140497,1.434925,0.080614,4.499598,0,5,Phenethylamines
0.591041,1,0,0,1.118466,2.057548,0.160674,4.263465,0,3,Opioids
0.575855,1,0,0,1.157295,1.71803,0.098227,4.832923,0,6,Cathinones
0.543033,1,1.638565,0,1.326667,1.722759,0.002359,4.693479,0,4,Opioids
0.510635,0,0,0,1.573628,0.972595,-0.031402,5.026889,0,2,Benzodiazepines
0.902032,1,2.623889,0,1.147967,1.117108,0.032832,4.128641,0,7,Phenethylamines
1.032835,1,2.597541,0,1.093313,1.023789,-0.030893,4.985902,0,5,Opioids
1.048341,1,0,0,1.130897,1.027315,-0.026832,5.001505,0,6,Phenethylamines
0.538379,1,2.370595,0,1.213107,1.544156,0.073561,4.943593,0,5,Cathinones
0.526684,1,2.52456,0,1.11435,0.550484,-0.039507,4.95852,0,5,Opioids
0.59825,1,0,0,1.144693,1.690595,0.118998,4.926037,0,9,Cathinones
1.123432,1,0,0,1.214918,0.843611,-0.03787,4.926734,0,5,Phenethylamines
0.976663,1,2.198297,0,1.247092,1.030367,-0.023258,4.296631,0,5,Phenethylamines
0.561344,1,0,0,1.122547,1.687657,0.112819,4.734512,0,5,Cathinones
0.583279,1,0,0,1.166052,1.818178,0.141596,4.518397,0,5,Cathinones
0.525734,1,2.498189,0,1.206343,0.643565,-0.016367,4.868508,0,4,Opioids
1.113498,1,0,10.066367,1.094243,1.127428,0.016565,4.572431,1,4,Phenethylamines
0.573872,1,0,0,1.142874,1.750699,0.10811,4.734512,0,5,Cathinones
0.769136,1,0,0,1.28827,0.885784,-0.001442,5.003056,0,5,Phenethylamines
0.489712,1,2.463611,0,1.259088,1.356137,0.077141,4.825186,0,4,Cathinones
0.566241,1,2.298528,0,1.185983,1.49706,0.103688,4.807009,0,4,Cathinones
0.560577,1,4.358324,0,1.325654,1.386796,0.042924,4.926721,0,3,Opioids
0.518571,1,2.246965,0,1.14256,1.756917,0.123417,4.60141,0,3,Cathinones
0.668201,1,2.319876,10.37049,1.110295,0.706524,0.021698,5.043951,1,5,Phenethylamines
1.193409,1,0,11.39679,1.238323,1.80614,0.17609,4.724543,1,7,Phenethylamines
1.243029,1,0,0,1.149187,0.544744,-0.123475,4.363713,0,2,Phenethylamines
0.847287,1,0,8.620765,1.014252,0.748178,-0.283427,4.46967,1,4,Phenethylamines
0.583915,1,2.321966,0,1.191791,1.478947,0.135347,4.822156,0,7,Phenethylamines
0.620673,1,2.149223,0,1.154468,1.41701,0.091813,4.86197,0,7,Cathinones
0.566509,1,2.329778,0,1.205519,1.475007,0.099908,4.900116,0,5,Cathinones
0.50238,1,2.257181,0,1.23252,0.97234,0.028639,4.686582,0,5,Phenethylamines
1.045802,1,0,0,1.120567,1.076997,-0.004662,5.083026,0,7,Phenethylamines
0.570009,1,2.382546,0,1.201941,1.470737,0.050149,4.862507,0,5,Cathinones
0.58329,1,1.885854,0,1.045026,1.672495,0.08469,4.012188,0,3,Cathinones
0.523266,1,2.35377,0,1.228853,1.595863,0.092657,4.900116,0,6,Cathinones
0.597331,1,0,0,1.144514,1.709222,0.118522,4.834184,0,8,Cathinones
0.570009,1,2.376016,0,1.13585,1.546024,0.07368,4.862507,0,5,Cathinones
0.658247,1,0,0,1.156614,0.752899,-0.080274,4.490919,0,5,Phenethylamines
1.081095,1,2.149907,10.410053,1.081663,1.47994,0.052409,5.197846,1,6,Phenethylamines
0.525734,1,2.485208,0,1.204253,0.547215,-0.04338,4.868508,0,4,Opioids
0.648898,1,0,0,1.090443,0.859585,0.022948,4.389898,0,5,Phenethylamines
0.567218,1,2.349778,0,1.193186,1.44928,0.102338,4.98773,0,6,Cathinones
1.019098,1,0,0,1.066572,0.935907,-0.053126,4.461092,0,3,Phenethylamines
0.584076,1,2.341966,0,1.182314,1.456248,0.135802,4.915431,0,8,Cathinones
0.592229,1,0,0,1.34259,1.555282,0.095771,4.936286,0,5,Phenethylamines
0.778577,1,5.12039,0,1.126335,0.79243,0.022038,4.880016,0,2,Phenethylamines
0.563209,1,4.340526,0,1.317512,1.345587,0.024254,4.926721,0,3,Opioids
1.528739,1,0,0,1.198498,0.453292,-0.12455,4.142915,0,2,Phenethylamines
0.625686,1,2.062417,0,1.06543,1.523841,0.105466,4.66176,0,5,Cathinones
0.627865,1,0,0,1.195371,1.581839,0.104371,4.722435,0,8,Cathinones
0.618583,1,1.968667,0,1.127183,1.408593,0.059837,4.445544,0,5,Opioids
0.486961,1,2.246764,0,1.215362,1.080229,0.060425,4.807009,0,5,Cathinones
1.087619,1,2.343147,0,1.265243,0.757424,-0.014899,4.507433,0,3,Phenethylamines
1.016586,1,2.314574,19.986178,1.343975,0.704466,0.173285,5.193707,2,3,Phenethylamines
1.243029,1,0,0,1.205123,0.571674,-0.114855,4.363713,0,2,Phenethylamines
0.951024,1,2.593426,0,1.117243,0.936307,-0.026673,4.95852,0,5,Phenethylamines
0.868962,1,4.971175,0,1.129491,0.911616,-0.027138,4.820889,0,4,Phenethylamines
0.585227,1,0,0,1.145282,1.893637,0.151685,4.396292,0,4,Cathinones
0.732035,1,2.366178,10.84054,1.08282,1.035123,0.047557,4.860577,1,9,Phenethylamines
0.985872,1,2.528981,10.52093,1.070073,1.486708,0.019265,5.001397,1,5,Phenethylamines
0.54789,1,2.311201,0,1.063566,1.543736,0.098994,4.418723,0,3,Cathinones
0.629599,0,1.038175,0,1.319843,1.448238,-0.312864,5.108604,0,4,Cannabinoids
0.560904,1,4.178416,0,1.281592,1.094151,0.118845,5.011828,0,4,Opioids
0.66002,1,2.237028,0,1.142046,1.502771,0.112896,4.833139,0,11,Cathinones
0.858654,2,2.491176,18.680448,1.054012,0.293043,0.014189,4.929845,2,4,Phenethylamines
1.488643,1,0,0,1.221052,0.545232,-0.083264,4.241729,0,4,Phenethylamines
0.549798,1,1.874676,0,1.378982,1.293326,0.140351,4.721612,0,3,Opioids
0.498215,1,3.814838,0,1.100098,0.839148,0.461631,4.722435,0,3,Opioids
0.971952,1,2.483076,10.93904,1.335868,1.306133,-0.009152,5.047409,1,3,Phenethylamines
0.625213,1,2.238667,0,1.110877,1.452983,0.098679,4.648243,0,8,Cathinones
1.517056,1,0,0,1.042863,1.167639,0.011148,4.911602,0,2,Phenethylamines
0.552676,1,2.374569,0,1.170735,1.590059,0.086066,4.925119,0,6,Cathinones
1.113303,1,2.414189,10.901304,1.116867,0.98641,0.025822,4.860577,1,9,Phenethylamines
0.568321,1,2.242973,0,1.104398,1.594928,0.117496,4.707715,0,3,Cathinones
0.672718,1,0,0,1.249007,1.435122,-0.02628,3.968666,0,3,Cathinones
0.660798,1,2.217028,0,1.147351,1.526901,0.110374,4.735672,0,10,Cathinones
0.631898,1,0,0,1.161534,1.666271,0.114799,4.736216,0,6,Cathinones
0.617565,1,2.096806,0,1.260997,1.551983,-0.025556,4.768947,0,4,Phenethylamines
0.844608,0,0,0,1.147267,0.757303,-0.001867,4.566109,0,3,Phenethylamines
0.517833,0,0,0,1.700873,1.024135,-0.044743,4.936286,0,1,Benzodiazepines
0.548254,0,1.596237,0,1.568339,1.26894,0.044098,4.839701,0,1,Cathinones
1.12129,1,0,8.752117,1.138014,0.444189,-0.087617,4.331977,1,5,Phenethylamines
?,1,2.261333,19.910494,1.317517,?,?,5.106937,2,1,Phenethylamines
0.584634,1,2.576458,0,1.309021,1.415266,0.013684,4.823947,0,7,Opioids
0.616453,0,0,11.29439,1.228201,0.853216,-0.366561,5.1122,1,5,Phenethylamines
0.622352,1,0,0,1.111457,1.829406,0.13046,4.550267,0,5,Cathinones
1.032835,1,2.598634,0,1.115884,0.892405,-0.038509,4.985902,0,5,Opioids
0.648069,1,0,0,1.15413,1.6455,0.156609,4.653757,0,8,Cathinones
0.968713,1,2.335932,9.952136,1.282899,0.585102,-0.028966,4.964904,1,1,Phenethylamines
0.551017,0,1.609207,0,1.496159,1.282721,0.048201,4.839701,0,1,Benzodiazepines
0.531635,1,0,0,1.155508,1.197375,0.069576,4.736216,0,7,Phenethylamines
1.103781,1,2.009436,9.440193,0.970129,1.21839,0.011742,4.248495,1,4,Phenethylamines
1.028223,1,2.372729,0,1.113257,1.051957,-0.020631,5.023137,0,6,Phenethylamines
0.511673,0,0,0,1.940501,1.125049,-0.043528,4.78891,0,1,Benzodiazepines
0.625884,1,2.218667,0,1.115109,1.47781,0.094201,4.536389,0,7,Cathinones
0.634986,1,0,0,1.145361,1.728342,0.115047,4.631293,0,5,Cathinones
?,1,0,0,1.233234,?,?,4.098069,0,4,Phenethylamines
1.480627,1,0,0,1.126327,1.215652,-0.008459,4.426177,0,4,Phenethylamines
0.545772,1,2.335506,0,1.165604,1.567547,0.080398,4.734512,0,4,Cathinones
0.562566,1,0,0,1.170257,1.262594,0.005502,4.815623,0,3,Phenethylamines
1.198953,1,0,0,1.146981,0.841084,-0.034588,4.60141,0,6,Phenethylamines
0.925273,2,1.169969,10.453944,1.495577,0.952418,-0.09366,4.936286,1,1,Cathinones
1.141681,0,2.430556,0,1.352137,0.897992,-0.004628,4.58978,0,2,Phenethylamines
0.631592,1,0,0,1.192245,1.602802,0.07332,4.615312,0,7,Cathinones
0.635423,1,0,0,1.19458,1.763723,0.072588,4.235981,0,4,Cathinones
0.66002,1,2.238667,0,1.142046,1.501377,0.112896,4.833139,0,11,Cathinones
0.600796,1,0,0,1.16275,2.0452,0.141515,4.396292,0,4,Cathinones
1.496613,1,0,0,1.077054,1.029188,-0.031945,4.28679,0,3,Phenethylamines
0.621478,1,0,0,1.224739,1.668278,-0.003187,4.934184,0,4,Phenethylamines
0.662278,1,0,0,1.201915,1.272812,0.043602,4.127316,0,4,Cathinones
0.908689,1,2.63785,0,1.114987,0.780314,0.06299,4.128641,0,7,Phenethylamines
0.600159,1,0,0,1.149481,1.950874,0.15668,4.518397,0,5,Cathinones
1.033146,1,0,19.320735,1.058078,0.98333,0.037598,5.055958,2,8,Phenethylamines
0.609038,1,0,0,1.138426,1.874393,0.13196,4.297903,0,3,Phenethylamines
0.957285,1,0,0,1.054793,0.75396,0.019331,4.629004,0,5,Phenethylamines
0.995499,1,0,0,1.280671,0.930432,0.003244,4.438588,0,2,Phenethylamines
0.488561,1,2.383333,0,0.993141,1.017211,-0.142038,4.25,0,3,Phenethylamines
1.267644,1,2.343611,0,1.254188,0.920547,-0.028584,4.871178,0,1,Phenethylamines
0.548071,1,2.366756,0,1.18711,1.556778,0.074869,4.832923,0,5,Cathinones
0.983286,2,4.928847,10.326458,1.039428,1.044818,0.00364,5.115303,1,8,Phenethylamines
1.610471,1,0,0,0.94776,0.421142,-0.088523,3.74894,0,0,Phenethylamines
0.597025,1,0,0,1.172456,1.817001,0.119107,4.631293,0,6,Phenethylamines
0.609089,1,0,0,1.086866,1.72547,0.130086,4.66176,0,6,Cathinones
0.605637,1,4.05371,11.654347,1.151721,1.040822,-0.072801,5.146512,1,3,Phenethylamines
0.852375,1,2.399424,0,1.216075,0.76415,0.025744,4.863749,0,3,Phenethylamines
0.717542,0,0,0,1.68845,1.061938,-0.004676,4.88879,0,1,Benzodiazepines
0.487266,1,2.306895,0,1.186455,1.069158,0.099326,4.98773,0,7,Cathinones
0.872544,1,0,0,1.065833,0.837886,0.030923,4.657882,0,4,Phenethylamines
0.619762,1,0,0,1.130281,1.689348,0.10142,4.765312,0,7,Cathinones
0.896626,1,0,10.005736,1.071677,1.251939,-0.020771,4.739098,1,6,Phenethylamines
0.556053,1,2.37037,0,1.235866,1.436935,0.057967,4.686582,0,5,Cathinones
0.518436,0,0,0,1.666373,0.932524,-0.132993,4.840224,0,1,Benzodiazepines
1.553934,1,0,0,1.361853,0.416232,-0.124221,4.142915,0,2,Phenethylamines
0.660798,1,2.218667,0,1.147351,1.525474,0.110374,4.735672,0,10,Cathinones
0.655568,0,1.800023,0,1.159983,1.373591,-0.145461,4.248427,0,2,Opioids
0.918463,1,2.523654,10.641019,1.08137,0.8865,0.063948,5.058303,1,1,Cathinones
0.557423,1,2.343319,0,1.185132,1.540716,0.092583,4.88018,0,6,Cathinones
1.294518,1,0,0,1.040567,0.835663,-0.039894,4.257756,0,3,Phenethylamines
0.656732,0,0,0,1.78686,0.970049,0.015806,4.9375,0,1,Benzodiazepines
0.523015,1,2.359954,0,1.219029,1.604008,0.090084,4.807009,0,5,Cathinones
0.769128,0,0,9.867432,1.774378,0.960262,0.351437,4.954196,1,1,Benzodiazepines
0.525584,1,2.379954,0,1.204319,1.578041,0.089852,4.900116,0,6,Cathinones
0.5207,1,2.328704,0,1.198625,1.624876,0.098156,4.707715,0,4,Cathinones
0.9887,1,0,0,1.07583,0.798244,0.014272,4.629004,0,5,Phenethylamines
1.278153,1,0,0,1.226283,0.760966,-0.015432,4.115487,0,1,Phenethylamines
0.996582,1,0,19.666379,1.338541,0.755275,0.204259,5.003258,2,1,Phenethylamines
0.917042,1,2.311343,0,1.079157,0.665667,-0.068925,4.794653,0,5,Phenethylamines
1.23619,1,0,0,1.180995,0.560902,-0.108592,4.363713,0,2,Phenethylamines
1.224121,1,0,0,1.085385,0.597118,-0.115759,4.323161,0,2,Phenethylamines
0.761558,0,1.39858,9.989606,1.463387,1.238924,0.369504,4.947613,1,1,Cathinones
1.580618,1,0,0,1.149312,0.551214,-0.10136,4.254525,0,3,Phenethylamines
0.540919,1,2.234954,0,1.14796,1.436155,0.074818,4.760067,0,5,Cathinones
0.93987,1,0,0,1.21926,1.115757,0.002586,4.491443,0,6,Phenethylamines
0.514398,0,1.450797,0,1.488753,1.030267,0.074505,4.936286,0,2,Benzodiazepines
1.017859,1,2.359883,19.734697,1.257478,0.720086,0.16715,5.147195,2,3,Phenethylamines
0.604067,1,0,0,1.156258,1.305273,-0.059011,4.771143,0,3,Phenethylamines
0.943928,1,0,0,1.056943,0.661214,0.035158,4.490919,0,4,Phenethylamines
0.596874,1,0,0,1.159562,1.763026,0.120363,4.736216,0,7,Cathinones
0.707392,1,0,0,1.049795,1.06002,0.042421,4.021641,0,2,Phenethylamines
0.737532,0,0,0,1.708382,1.103641,-0.004202,4.936286,0,1,Benzodiazepines
1.204822,1,0,0,1.115432,0.595813,-0.115038,4.28679,0,2,Opioids
1.18373,1,0,0,1.237478,1.109626,-0.019356,4.491443,0,5,Phenethylamines
1.08988,1,0,10.203998,1.005276,1.127101,0.057835,4.833014,1,5,Phenethylamines
0.558168,1,2.256513,0,1.084892,1.659781,0.113741,4.683542,0,4,Phenethylamines
0.545896,1,2.279951,0,1.080042,1.660206,0.098638,4.629004,0,3,Cathinones
0.560362,1,0,0,1.076921,1.808621,0.139076,4.51532,0,3,Cathinones
0.512101,0,0,0,1.580631,0.921332,0.049731,5.026889,0,2,Benzodiazepines
0.496711,1,2.282266,0,1.219119,1.418462,0.133398,4.832923,0,5,Cathinones
0.908056,1,2.171214,0,1.007629,0.728345,-0.039077,4.047299,0,3,Phenethylamines
0.62876,1,2.006862,0,0.994474,1.579073,0.090345,4.550267,0,4,Cathinones
0.60739,1,0,0,1.095817,1.698397,0.111852,4.550267,0,5,Cathinones
1.184242,1,0,0,1.182833,0.894192,-0.014027,4.849224,0,8,Phenethylamines
1.060669,1,0,0,1.517869,0.825873,-0.050147,4.440224,0,2,Phenethylamines
0.983147,1,0,0,1.209495,1.047237,-0.018013,4.469241,0,5,Phenethylamines
0.613003,1,0,0,1.029376,1.874682,0.157392,4.42953,0,4,Cathinones
0.599605,1,1.969583,0,1.277045,1.247069,-0.025869,4.697846,0,5,Opioids
0.539396,0,0,0,1.182043,1.099935,0.036176,5.079965,0,9,Phenethylamines
0.555983,0,0,0,1.812618,0.73357,-0.036956,4.840224,0,1,Benzodiazepines
0.62449,1,0,0,1.071974,1.884656,0.136426,4.550267,0,5,Cathinones
0.654294,1,0,0,1.147044,1.761509,0.101898,4.550267,0,4,Phenethylamines
0.983294,1,0,0,1.102671,0.721397,0.01023,4.734512,0,6,Phenethylamines
0.560149,0,0,0,1.676266,0.740457,-0.035568,4.840224,0,1,Benzodiazepines
1.088728,1,0,0,1.310269,1.191695,0.017026,4.45282,0,3,Phenethylamines
0.58329,1,1.878212,0,1.081462,1.683342,0.076957,4.012188,0,3,Cathinones
0.668735,0,0,9.53473,1.644692,0.912314,0.040435,5.058814,1,2,Benzodiazepines
0.518953,0,0,0,1.660308,1.029233,-0.051166,4.936286,0,1,Benzodiazepines
0.497571,1,4.029282,0,1.184641,0.840159,0.412996,4.915431,0,5,Opioids
0.590466,1,0,0,1.226147,2.060342,0.158692,4.263465,0,3,Cathinones
1.202941,1,0,0,1.518349,0.832048,-0.109283,4.365014,0,4,Phenethylamines
0.545268,1,2.373287,0,1.189529,1.501238,0.067078,4.832923,0,5,Phenethylamines
0.626,1,0,0,1.06226,1.533226,0.073581,4.491729,0,5,Cathinones
0.628637,1,0,0,1.098302,1.721395,0.121269,4.518397,0,4,Cathinones
1.046917,1,2.701471,0,1.152306,1.054961,0.028007,4.573495,0,6,Phenethylamines
0.702552,0,0,19.224577,1.078138,1.028368,-0.033391,4.969816,2,7,Phenethylamines
0.696177,1,0,0,1.171242,1.327026,-0.045311,4.127316,0,3,Cathinones
1.12265,1,0,0,1.093997,0.806633,0.087426,4.589518,0,6,Phenethylamines
0.964421,1,0,0,1.019219,0.828562,0.023517,4.51532,0,4,Phenethylamines
0.520888,1,2.273148,0,1.107943,1.736399,0.120052,4.60141,0,3,Cathinones
0.951723,0,0,0,1.811869,1.192725,0.031458,4.840224,0,1,Benzodiazepines
0.491419,1,0,0,1.13028,0.643718,-0.103659,4.548394,0,5,Phenethylamines
0.973638,1,2.21288,0,0.947501,0.774556,-0.024331,4.179229,0,3,Phenethylamines
1.463642,1,0,0,0.73157,0.68833,-0.056512,2.948816,0,0,Phenethylamines
0.922343,1,2.1875,0,1.054129,0.650001,-0.046865,4.518397,0,4,Phenethylamines
0.513488,1,2.067963,0,1.380316,1.682469,-0.009248,4.458454,0,3,Opioids
0.978698,1,0,0,1.435202,0.669854,-0.015177,4.452697,0,3,Phenethylamines
0.661474,1,0,0,1.10608,1.712692,0.125097,4.491729,0,4,Cathinones
0.568728,1,2.25127,0,0.985018,1.143352,0.056361,4.460921,0,4,Phenethylamines
0.879164,1,0,0,0.948471,0.756559,-0.017049,4.134336,0,1,Phenethylamines
0.627051,1,0,0,1.041199,1.905618,0.122807,4.366096,0,4,Cathinones
0.544794,1,0,0,1.149207,1.346245,0.074701,5.162782,0,6,'Other substances'
1.083316,1,0,0,1.350013,0.993271,0.009603,4.73387,0,7,Phenethylamines
0.694275,0,0.894167,10.276413,1.735782,0.750719,-0.202444,4.88968,1,1,Benzodiazepines
0.980953,2,4.759425,10.712413,1.073189,0.808182,0.043636,5.215061,1,9,Phenethylamines
1.21868,1,0,0,1.079405,0.757748,-0.068051,4.323161,0,2,Phenethylamines
1.227397,1,0,0,1.352763,0.813472,-0.117017,4.663231,0,7,Phenethylamines
0.600796,1,0,0,1.203161,2.058149,0.134161,4.396292,0,4,Cathinones
1.019261,1,0,0,1.00818,0.763275,-0.027419,4.429229,0,3,Phenethylamines
0.620215,1,0,0,1.119621,1.770708,0.104628,4.550267,0,5,Cathinones
0.653865,1,0,0,1.173389,1.576514,0.052776,4.546439,0,6,Cathinones
0.900066,1,0,0,1.083168,0.729596,0.129242,4.471582,0,6,Phenethylamines
0.552595,0,1.630062,0,1.466075,1.268266,0.04555,4.839701,0,1,Cathinones
1.09059,1,0,0,1.204979,0.921963,-0.015825,4.5934,0,3,Phenethylamines
0.667316,1,0,0,1.144747,1.613418,0.046697,4.373796,0,4,Cathinones
0.763134,1,0,0,1.322539,1.320044,0.080788,4.254525,0,4,Phenethylamines
0.627766,1,1.881862,0,1.014152,1.540262,0.043591,4.171465,0,3,Cathinones
0.769129,1,0,0,1.107722,1.804823,0.179344,4.183465,0,2,Cathinones
1.054712,1,0,0,1.010531,0.657034,-0.076233,4.179229,0,3,Phenethylamines
0.823218,1,2.591564,0,1.157017,0.595835,-0.004344,4.569236,0,4,Phenethylamines
0.884844,2,5.501875,0,1.164906,0.796982,-0.008297,5.064878,0,5,Benzodiazepines
1.06304,1,2.280093,0,1.242017,0.809066,-0.045322,4.572431,0,4,Phenethylamines
1.061562,1,0,0,1.33672,0.823187,-0.048899,4.440224,0,2,Phenethylamines
1.330595,1,0,0,1.045141,0.947074,-0.01418,4.765731,0,7,Phenethylamines
0.537313,1,0,0,1.150193,1.28733,0.02344,4.518397,0,5,Cathinones
0.872637,1,0,0,0.971614,0.789611,-0.000998,4.481728,0,1,Phenethylamines
1.107344,1,0,0,1.238325,0.934505,-0.005819,4.864727,0,3,Phenethylamines
1.381943,1,0,0,0.883493,0.523987,-0.084201,3.439936,0,0,Phenethylamines
0.664556,0,0,9.788067,1.636865,1.042834,0.232356,4.954196,1,1,Benzodiazepines
0.631732,1,0,0,1.207234,1.631942,0.066919,4.499598,0,6,Cathinones
1.181309,1,0,0,1.03569,0.904234,-0.016174,4.418157,0,3,Phenethylamines
0.60708,1,1.91884,0,0.984332,1.573749,0.060397,4.082598,0,3,Cathinones
0.908548,1,0,0,1.188217,1.016727,0.143582,4.592593,0,7,Phenethylamines
0.912161,1,0,0,1.001451,0.839686,0.008776,4.28679,0,3,Phenethylamines
0.597025,1,0,0,1.172456,1.817001,0.119107,4.631293,0,6,Cathinones
0.984365,1,0,0,1.036621,0.835241,0.056111,4.29277,0,5,Phenethylamines
1.10097,1,0,0,1.345947,1.16811,0.001118,4.323161,0,3,Phenethylamines
1.145603,1,0,0,1.311838,0.637536,-0.035079,4.71695,0,8,Phenethylamines
1.084595,1,0,0,1.268869,0.893205,-0.063049,4.663231,0,8,Phenethylamines
1.347593,1,0,0,1.166954,0.621496,-0.119884,4.389898,0,4,Phenethylamines
0.613353,1,0,0,1.029201,1.856294,0.123112,4.297903,0,3,Cathinones
0.597831,1,0,0,1.229705,2.013638,0.115373,4.396292,0,4,Cathinones
0.544147,1,0,0,1.146239,1.08343,0.036843,4.373796,0,5,Cathinones
1.097457,1,0,0,1.138784,0.8055,0.101941,4.71695,0,8,Phenethylamines
0.550748,1,3.812281,0,1.080518,0.86315,0.276595,4.762267,0,3,Opioids
1.001961,1,0,0,1.063024,0.705506,-0.022404,4.51532,0,4,Phenethylamines
0.587291,1,0,0,1.304608,2.05273,0.074619,4.027169,0,3,Cathinones
1.019163,1,0,0,1.243882,0.907805,-0.025277,4.972835,0,2,Phenethylamines
0.553852,1,1.986944,0,1.307584,1.474384,-0.014118,4.486348,0,3,Opioids
1.222949,1,0,0,1.274224,0.728419,0.001161,4.748995,0,7,Phenethylamines
0.678196,1,0,9.76654,0.976383,0.924967,0.129525,4.39032,1,5,Phenethylamines
0.627051,1,0,0,1.071919,1.892886,0.102339,4.366096,0,4,Cathinones
0.969783,1,0,0,1.067123,0.788413,0.004001,4.39032,0,3,Phenethylamines
1.2041,1,0,0,1.332206,0.438639,-0.164578,4.365014,0,4,Phenethylamines
0.519835,0,0,0,1.61293,0.936723,-0.142717,4.840224,0,1,Benzodiazepines
0.623827,1,0,0,1.079811,1.865929,0.109968,4.42953,0,4,Cathinones
0.577622,1,0,0,1.300109,0.767988,-0.070317,4.936286,0,2,Phenethylamines
1.069867,1,0,0,1.106372,0.608832,-0.063043,4.378864,0,4,Phenethylamines
1.201105,1,0,0,1.248343,1.181967,0.009587,4.698539,0,7,Phenethylamines
1.041308,1,0,0,1.228516,0.915238,0.11407,4.73387,0,7,Phenethylamines
0.516722,1,4.667139,0,1.26692,1.507187,-0.014579,5.125258,0,6,Benzodiazepines
