SMILES,TSS,pLOLBC,pLBC50,pHOLBC
CCN(CC)C(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,2,2.208710019906401,2.009740015570382,1.8107700112343634
CC1=NN=C2N1C3=C(C=C(C=C3)[N+](=O)[O-])C(=NC2)C4=CC=CC=C4Cl,2,2.3183089071954304,1.9359739718539688,0.8244819589729152
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=C(C=C3)F,2,2.1694049978074794,1.620949991303451,1.072494984799423
CC1=NN=C2N1C3=C(C=C(C=C3)Br)C(=NC2)C4=CC=CC=C4F,2,1.9675479762188621,1.8214199405406242,1.0133054667795371
C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=C3Cl,2,2.2883113412924323,1.2011611655735321,-0.3858350793185544
CCCC(C(=O)C1=CC2=C(C=C1)OCO2)NC,2,2.257641659192176,0.8802233176647403,-0.2516642788988875
CC(C)(C)C(C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CC3=CC=C(C=C3)F,2,,0.834329856597862,
CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,2,1.756889562867517,0.9668390891841656,-0.3750497323429076
CCCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,2,,0.5490528277051275,
CCCC(C(=O)C1=CC2=C(C=C1)OCO2)N(C)C,2,1.878208338625886,0.2353542762687986,-0.5900494557624715
C1CCN(CC1)C(CC2=CC=CC=C2)C3=CC=CC=C3,2,1.344719672480792,0.314370752303986,-0.7159781678728199
CCCC(C(=O)C1=CC=CC=C1)NCC,2,0.5270591143598249,0.13920268095831786,0.08194002799231795
CN(C)[C@@H]1CCCC[C@H]1N(C)C(=O)C2=CC(=C(C=C2)Cl)Cl,2,1.287142809333634,-0.39622212167180887,-0.9652818528968459
CCCC(C(=O)C1=CC2=C(C=C1)OCO2)NCC,2,0.16627335712549954,0.16627335712549954,-0.7238516527020764
CN(C)C1(CCCCC1)CNC(=O)C2=CC(=C(C=C2)Cl)Cl,2,1.0404704759922454,-0.026476313638367874,-1.4414496616091859
COC1=CC=CC=C1CNCCC2=CC(=C(C=C2OC)Br)OC,2,-0.19802492497206114,-0.21872126755117366,-0.2394176101302862
CC(CC1=CC=C(C=C1)F)N,2,,-0.3198912130233209,
C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,2,-0.21180215819197992,-0.41963654600821454,-0.6274709338244492
C1CCC(CC1)N2CCN(CC2)C(CC3=CC=CC=C3)C4=CC=CC=C4,2,-0.17380056120077095,-0.5469978883328495,-0.9201952154649279
CC(CC1=CC2=C(C=C1)OC=C2)N,2,0.2436084609593565,-0.5680161842395937,-1.379640829438544
CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C,2,,-0.580679835528122,
COC1=CC=CC=C1CNCCC2=CC(=C(C=C2OC)I)OC,2,0.25052165110559055,-1.0413649651185208,-1.5733870898387283
CCC(C(=O)C1=CC2=C(C=C1)OCO2)NC,2,0.23093992706302624,-1.2673832519331798,-2.7657064309293857
CC(CC1=CC2=C(C=C1)NC=C2)N,2,-0.6039501776025571,-1.3161576297043869,-2.0283650818062164
CC1=C(C=C(C=C1)C(=O)C(C)NC)C,2,,-1.425923318230422,
CC(C)C(C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CC3=CC=C(C=C3)F,1,,4.106530853822381,
CC(CC1=CC=CC=C1F)NC,1,,2.3844391283596926,
C[C@H](CC1=C2C=COC2=C(C3=C1OC=C3)Br)N,1,,1.796456230148473,
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3Cl,1,2.299942900022767,1.5217916496391235,0.10612287400665418
CCCCC(C(=O)C1=CC=C(C=C1)C)N2CCCC2,1,,0.4139682975178415,
CCC(C(=O)C1=CC2=C(C=C1)OCO2)N(C)C,1,1.371585011499013,0.5827098957235962,-0.7745430241792252
C1CCC(CC1)(C2=CC(=CC=C2)O)N3CCCCC3,1,0.7149982931818226,0.349510308290923,-0.28326104524187606
CCCC(C(=O)C1=CC=CS1)N2CCCC2,1,,-0.23737632341095002,
COC1=CC=CC=C1CNCCC2=CC(=C(C=C2OC)Cl)OC,1,,-0.3770092951899136,
CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,1,,-1.1128734116364707,
CC1=CC=C(C=C1)C(=O)C(C)NC,1,,-1.6757175447023074,
C[C@@H](CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,1,,-1.7670946038602706,
CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OC(C)C,3,3.0112531701274974,2.382864240077186,1.6355895561666118
CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OC,3,2.8666280958548374,1.850237679666668,1.0641174996117488
CCOC1=CC=C(C=C1)CC2=NC3=C(N2CCN4CCCC4)C=CC(=C3)[N+](=O)[O-],3,3.1189257528257768,2.2536243267232328,1.6769689151693652
CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)F,2,2.8052429844469593,2.45472762570306,2.2464516832759776
CCCCOC1=CC=C(C=C1)CC2=NC3=C(N2CCN(CC)CC)C=CC(=C3)[N+](=O)[O-],1,,2.1227277162600653,
CN1[C@H]2CC[C@@H]1[C@@H](C(OC)=O)[C@@H](OC(C3=CC=CC=C3)=O)C2,3,-0.47222693298861323,-1.1562153256359105,-1.8402037182832076
