SMILES,TSS,pLOLBC,pLBC50,pHOLBC
C=CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,3,4.524396122103842,3.1749111199358326,1.825426117767823
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CC=C3)C(=O)OC,3,3.5168657614978143,3.2516547338603283,2.4821036552386024
CCC(=O)N(C1CCN(CC1C)CCC2=CC=CC=C2)C3=CC=CC=C3,3,3.067566767583015,2.6667505944664316,2.2659344213498485
CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OC(C)C,3,3.0112531701274974,2.370275112769165,1.6355895561666118
CC(C)(C)[C@@H](C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CC3CCCCC3,3,2.7236901723010902,2.527395527157122,1.3646682296594221
CC(C)[C@@H](C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CC3CCCCC3,3,3.046909555867978,1.9838578101208892,1.4728782881402596
C1CN(CCC1N(C2=CC=CC=C2)C(=O)C3=CC=CO3)CCC4=CC=CC=C4,3,2.971391830707523,2.142088057876498,0.940994529850761
CC(C)(C1=CC=CC=C1)NC(=O)C2=NN(C3=CC=CC=C32)CCCCC#N,3,3.255875273391467,1.8087172420492474,0.7347371896874303
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,3,2.5872618496925344,1.7421638096782774,1.155898085533547
COCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3F,3,2.01248571154806,1.6097468199942533,1.384096781497748
C1CC1C(=O)N(C2CCN(CC2)CCC3=CC=CC=C3)C4=CC=CC=C4,3,2.39607474675579,0.9087343268544417,0.6613891901532368
CC(=O)O[C@H]1C=C[C@H]2[C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)OC(=O)C)CCN3C,3,2.5674968911042226,1.2180118889362133,-0.13147311323179622
CC(C)C(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=C(C=C3)F,3,2.6856238999142787,0.9229848157088829,-0.0017642318719247572
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,3,2.2132520521963968,1.600468195476661,-0.278109641637876
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,3,2.049863813840333,1.1379094433681738,0.22595507289601446
CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,3,1.5951654147902294,1.118044160070567,0.27294612005631025
COCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,3,1.8481891169913987,0.5057664361691925,-0.10508721967590569
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,3,1.5355472791766678,0.7345172835126865,-0.06651271215129458
CC(C(=O)C1=CC=C(C=C1)Cl)NC,3,1.5177675406452482,0.7644398739866367,-0.08789657495153948
CC(CC1=CC(=C(C=C1OC)Br)OC)N,3,1.4379882502194996,1.1369582545555186,-0.5162542592198253
CCCC(C(=O)C1=CC=CC=C1)N2CCCC2,3,1.8871107031248837,0.5191339178302893,-0.7756471285566904
CCC(=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,3,0.8884603180353863,0.4905203093633487,0.1894903136993675
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,3,0.6196150057428064,0.46910000791081585,0.3185850100788252
CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,3,1.0019355292147514,0.28895116307861096,-0.4240332030575296
CCOC(=O)C(C1CCCCN1)C2=CC=CC=C2,3,1.4901868105026173,0.24714876181632284,-0.9451796961100439
CCCCCC(C(=O)C1=CC=CC=C1)N2CCCC2,3,0.5688702575035846,0.1964843533039352,-0.0010050504529765015
CCC(C(=O)C1=CC=CC=C1)NCC,3,0.5573709882667254,0.1577952169004286,-0.04468900306123703
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4,3,0.9782414021866238,0.6772114065226427,-1.0070353409926698
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,3,0.7177814197394001,0.15531205143525015,-0.40715731686889983
CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,3,0.14666719711546014,0.11184923304476292,0.07703126897406569
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,3,0.7915503050273299,-0.1115396819646137,-0.5094796906366513
CCOC1=C2C3=C(C[C@@H]4[C@H]5[C@]3(CCN4C)[C@@H](O2)[C@H](C=C5)O)C=C1,3,0.7971289877965525,0.018977737412908834,-0.9662990057663848
CC1=CC(=CC=C1)C(=O)C(C)NC,3,1.1693804953119495,-0.26731210235210473,-1.461555623752242
CCCC(C(=O)C1=CC=CC=C1)NC,3,0.1293585134844579,-0.3116392091529428,-0.6305751986649011
CCC(=O)C(CC(C)N1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3,3,0.5434471800817001,-0.15552282425431857,-1.2489445094165537
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,3,0.18864729599971736,-0.3219473535352517,-0.8325420030702207
C[C@H]1[C@@H](OCCN1C)C2=CC=CC=C2,3,-0.19547439685214807,-0.3794627894994453,-0.5634511821467425
CCNC(C)C(=O)C1=CC2=C(C=C1)OCO2,3,0.7650996827530528,-0.8855656420084109,-1.0650498439614315
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,3,-0.34580970178362425,-0.4963246996156148,-0.6468396974476054
CCNC(C)C(=O)C1=CC=C(C=C1)Cl,3,0.0034810481820663924,-0.6390305781376436,-0.8872858418206825
CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,3,0.09224680183057966,-0.5098131894973827,-1.111873180825345
CCCC(C(=O)C1=CC=C(C=C1)C)NCC,3,0.48374574078017485,-0.8657476388204064,-1.1532155314538894
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,3,0.36230844370019677,-0.7278681866488913,-1.3688462440072233
CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,3,-0.27928956139075956,-0.3462363510213728,-1.200108315343135
CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,3,-0.11025022473596237,-0.6309465673150749,-1.1516429098941874
CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,3,-0.4925320644460007,-0.543684586893382,-1.0208058416130443
CC(CC1=CC2=C(C=C1)OCO2)NC,3,-0.3159629625134802,-0.6169929581774615,-1.176300969084474
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,3,-0.15293657814340192,-0.8290278371990831,-1.5051190962547645
COC(=O)C(C1CCCCN1)C2=CC=CC=C2,3,-0.6320666463252131,-0.8706272736850443,-1.1091879010448755
C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,3,-0.40319680084270654,-0.8948971699329757,-1.3865975390232448
CC[C@@H](C1=CC(=CC=C1)O)[C@@H](C)CN(C)C,3,-0.5580300813814965,-0.696332779547778,-1.4744840299314217
CCN[C@@H](C)C(=O)C1=CC=CC=C1,3,-0.4666056164888835,-1.0550662350243154,-1.2960023561364689
CC(C(=O)C1=CC=C(C=C1)F)NC,3,-0.5199690900175458,-0.9526198030688177,-1.3852705161200896
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,3,-0.8435871549355624,-1.0927424318303627,-1.341897708725163
C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,3,-0.09080068082561624,-1.3126494304419727,-2.0116194347779914
C[C@@H](CC1=CC=CC=C1)NC,3,0.1738561389862696,-1.245568406382358,-2.664992951750986
CCNC(C)CC1=CC2=C(C=C1)OCO2,3,-0.683463552596444,-1.3067128429943444,-1.7626447986440688
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,3,-0.9842068025089276,-1.2530078035594496,-1.5218088046099714
CC(C)(CC1=CC=CC=C1)N,3,-1.0022351200694117,-1.3545962866819667,-1.7069574532945218
CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,3,-0.4691602213834795,-1.3582358465753013,-2.247311471767123
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O,3,-0.1229167433493494,-1.4319407917053957,-2.740964840061442
CC(CC1=CC=CC=C1)N,3,-0.5679611915453788,-1.5248681177372372,-2.4817750439290953
CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,3,-0.8804636919192883,-1.5525615498550058,-2.16263247022393
C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,3,-1.2132748612981423,-1.3259791414894306,-2.082941092803136
CC(CC1=CC2=C(C=C1)OCO2)N,3,-0.9507335096681528,-1.5561601923255994,-2.161586874983046
C[C@H]([C@H](C1=CC=CC=C1)O)N,3,-0.6197600360581726,-1.5607103800191753,-2.5016607239801782
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,3,-0.8672601617391155,-1.5733503856324393,-2.2794406095257633
CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,3,-1.4097315334015956,-1.6170011686473453,-1.824270803893095
CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,3,-1.4140507290767022,-1.6270350952128427,-1.8400194613489833
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,3,-1.6247327653459327,-1.8237027696819517,-2.02267277401797
CC(C)(C1=CC=CC=C1)N2C=CC3=C(C2=O)C4=CC=CC=C4N3CCCCCF,2,3.6373785287739944,3.5749091604698444,3.512439792165694
CC(C)[C@@H](C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CCCCCF,2,,3.083263668252353,
CC(C)(C)C(C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CCCCCF,2,3.535524270806982,2.91456999903432,2.2936157272616575
C1=CC=C2C(=C1)C(=CN2CCCCCF)C(=O)OC3=CC=CC4=C3N=CC=C4,2,3.0074478906882245,2.7035031231938813,2.399558355699538
CC1(C(C1(C)C)C(=O)C2=CN(C3=CC=CC=C32)CCCCCF)C,2,2.7325255839192617,2.568218825271227,2.403912066623192
CN(C)[C@H]1CCCC[C@@H]1N(C)C(=O)CC2=C(C=C(C=C2)Cl)Cl,2,3.1043100392667626,2.280401298322444,1.7432821139274963
