SMILES,pLOLBC,pLBC50,pHOLBC
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,-0.34580970178362425,-0.4963246996156148,-0.6468396974476054
CCNC(C)C(=O)C1=CC=C(C=C1)Cl,0.0034810481820663924,-0.6390305781376436,-0.8872858418206825
CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,0.09224680183057966,-0.5098131894973827,-1.111873180825345
CCCC(C(=O)C1=CC=C(C=C1)C)NCC,0.48374574078017485,-0.8657476388204064,-1.1532155314538894
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,0.36230844370019677,-0.7278681866488913,-1.3688462440072233
CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,-0.27928956139075956,-0.3462363510213728,-1.200108315343135
CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,-0.11025022473596237,-0.6309465673150749,-1.1516429098941874
CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,-0.4925320644460007,-0.543684586893382,-1.0208058416130443
CC(CC1=CC2=C(C=C1)OCO2)NC,-0.3159629625134802,-0.6169929581774615,-1.176300969084474
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,-0.15293657814340192,-0.8290278371990831,-1.5051190962547645
COC(=O)C(C1CCCCN1)C2=CC=CC=C2,-0.6320666463252131,-0.8706272736850443,-1.1091879010448755
C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,-0.40319680084270654,-0.8948971699329757,-1.3865975390232448
CC[C@@H](C1=CC(=CC=C1)O)[C@@H](C)CN(C)C,-0.5580300813814965,-0.696332779547778,-1.4744840299314217
CCN[C@@H](C)C(=O)C1=CC=CC=C1,-0.4666056164888835,-1.0550662350243154,-1.2960023561364689
CC(C(=O)C1=CC=C(C=C1)F)NC,-0.5199690900175458,-0.9526198030688177,-1.3852705161200896
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,-0.8435871549355624,-1.0927424318303627,-1.341897708725163
C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,-0.09080068082561624,-1.3126494304419727,-2.0116194347779914
C[C@@H](CC1=CC=CC=C1)NC,0.1738561389862696,-1.245568406382358,-2.664992951750986
CCNC(C)CC1=CC2=C(C=C1)OCO2,-0.683463552596444,-1.3067128429943444,-1.7626447986440688
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,-0.9842068025089276,-1.2530078035594496,-1.5218088046099714
CC(C)(CC1=CC=CC=C1)N,-1.0022351200694117,-1.3545962866819667,-1.7069574532945218
CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,-0.4691602213834795,-1.3582358465753013,-2.247311471767123
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O,-0.1229167433493494,-1.4319407917053957,-2.740964840061442
CC(CC1=CC=CC=C1)N,-0.5679611915453788,-1.5248681177372372,-2.4817750439290953
CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,-0.8804636919192883,-1.5525615498550058,-2.16263247022393
C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,-1.2132748612981423,-1.3259791414894306,-2.082941092803136
CC(CC1=CC2=C(C=C1)OCO2)N,-0.9507335096681528,-1.5561601923255994,-2.161586874983046
C[C@H]([C@H](C1=CC=CC=C1)O)N,-0.6197600360581726,-1.5607103800191753,-2.5016607239801782
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,-0.8672601617391155,-1.5733503856324393,-2.2794406095257633
CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,-1.4097315334015956,-1.6170011686473453,-1.824270803893095
CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,-1.4140507290767022,-1.6270350952128427,-1.8400194613489833
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,-1.6247327653459327,-1.8237027696819517,-2.02267277401797
CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OC(C)C,3.0112531701274974,2.382864240077186,1.6355895561666118
CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OC,2.8666280958548374,1.850237679666668,1.0641174996117488
CCOC1=CC=C(C=C1)CC2=NC3=C(N2CCN4CCCC4)C=CC(=C3)[N+](=O)[O-],3.1189257528257768,2.2536243267232328,1.6769689151693652
CN1[C@H]2CC[C@@H]1[C@@H](C(OC)=O)[C@@H](OC(C3=CC=CC=C3)=O)C2,-0.47222693298861323,-1.1562153256359105,-1.8402037182832076
